timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1746380299837,415,GET characters,200,OK,thread_100_1_1 1-51,text,true,,10642,158,100,100,http://localhost:3001/characters,385,0,299
1746380299821,431,GET characters,200,OK,thread_100_1_1 1-2,text,true,,10642,158,100,100,http://localhost:3001/characters,401,0,312
1746380299834,418,GET characters,200,OK,thread_100_1_1 1-57,text,true,,10642,158,100,100,http://localhost:3001/characters,393,0,302
1746380299836,416,GET characters,200,OK,thread_100_1_1 1-28,text,true,,10642,158,100,100,http://localhost:3001/characters,386,0,299
1746380299835,417,GET characters,200,OK,thread_100_1_1 1-8,text,true,,10642,158,100,100,http://localhost:3001/characters,387,0,301
1746380299821,431,GET characters,200,OK,thread_100_1_1 1-30,text,true,,10642,158,100,100,http://localhost:3001/characters,401,0,312
1746380299852,400,GET characters,200,OK,thread_100_1_1 1-16,text,true,,10642,158,100,100,http://localhost:3001/characters,370,0,282
1746380300058,194,GET characters,200,OK,thread_100_1_1 1-92,text,true,,10642,158,100,100,http://localhost:3001/characters,164,0,77
1746380299836,416,GET characters,200,OK,thread_100_1_1 1-55,text,true,,10642,158,100,100,http://localhost:3001/characters,386,0,298
1746380299852,400,GET characters,200,OK,thread_100_1_1 1-61,text,true,,10642,158,100,100,http://localhost:3001/characters,374,0,283
1746380299835,417,GET characters,200,OK,thread_100_1_1 1-40,text,true,,10642,158,100,100,http://localhost:3001/characters,394,0,301
1746380299835,417,GET characters,200,OK,thread_100_1_1 1-32,text,true,,10642,158,100,100,http://localhost:3001/characters,401,0,301
1746380299837,415,GET characters,200,OK,thread_100_1_1 1-33,text,true,,10642,158,100,100,http://localhost:3001/characters,390,0,299
1746380299835,423,GET characters,200,OK,thread_100_1_1 1-52,text,true,,10642,158,100,100,http://localhost:3001/characters,422,0,302
1746380299821,439,GET characters,200,OK,thread_100_1_1 1-22,text,true,,10642,158,100,100,http://localhost:3001/characters,438,0,315
1746380299834,426,GET characters,200,OK,thread_100_1_1 1-42,text,true,,10642,158,100,100,http://localhost:3001/characters,425,0,303
1746380299835,417,GET characters,200,OK,thread_100_1_1 1-11,text,true,,10642,158,100,100,http://localhost:3001/characters,388,0,300
1746380299837,415,GET characters,200,OK,thread_100_1_1 1-66,text,true,,10642,158,100,100,http://localhost:3001/characters,385,0,297
1746380299947,307,GET characters,200,OK,thread_100_1_1 1-81,text,true,,10642,158,100,100,http://localhost:3001/characters,307,0,190
1746380299835,417,GET characters,200,OK,thread_100_1_1 1-65,text,true,,10642,158,100,100,http://localhost:3001/characters,405,0,302
1746380299898,354,GET characters,200,OK,thread_100_1_1 1-76,text,true,,10642,158,100,100,http://localhost:3001/characters,340,0,239
1746380299835,417,GET characters,200,OK,thread_100_1_1 1-6,text,true,,10642,158,100,100,http://localhost:3001/characters,415,0,302
1746380299836,416,GET characters,200,OK,thread_100_1_1 1-64,text,true,,10642,158,100,100,http://localhost:3001/characters,386,0,299
1746380300119,133,GET characters,200,OK,thread_100_1_1 1-98,text,true,,10642,158,100,100,http://localhost:3001/characters,103,0,15
1746380300038,214,GET characters,200,OK,thread_100_1_1 1-90,text,true,,10642,158,100,100,http://localhost:3001/characters,203,0,98
1746380299835,432,GET characters,200,OK,thread_100_1_1 1-4,text,true,,10642,158,100,100,http://localhost:3001/characters,432,0,302
1746380299837,446,GET characters,200,OK,thread_100_1_1 1-43,text,true,,10642,158,100,100,http://localhost:3001/characters,445,0,300
1746380300018,270,GET characters,200,OK,thread_100_1_1 1-88,text,true,,10642,158,100,100,http://localhost:3001/characters,270,0,120
1746380299846,442,GET characters,200,OK,thread_100_1_1 1-71,text,true,,10642,158,100,100,http://localhost:3001/characters,441,0,292
1746380299835,453,GET characters,200,OK,thread_100_1_1 1-29,text,true,,10642,158,100,100,http://localhost:3001/characters,453,0,302
1746380299834,456,GET characters,200,OK,thread_100_1_1 1-13,text,true,,10642,158,100,100,http://localhost:3001/characters,456,0,303
1746380299836,454,GET characters,200,OK,thread_100_1_1 1-45,text,true,,10642,158,100,100,http://localhost:3001/characters,454,0,302
1746380300264,27,GET character id,200,OK,thread_100_1_1 1-32,text,true,,273,159,100,100,http://localhost:3001/character/2,27,0,0
1746380300264,29,GET character id,200,OK,thread_100_1_1 1-2,text,true,,273,159,100,100,http://localhost:3001/character/2,29,0,0
1746380300266,30,GET character id,200,OK,thread_100_1_1 1-28,text,true,,273,159,100,100,http://localhost:3001/character/2,30,0,0
1746380300264,33,GET character id,200,OK,thread_100_1_1 1-11,text,true,,273,159,100,100,http://localhost:3001/character/2,33,0,0
1746380300272,27,GET character id,200,OK,thread_100_1_1 1-8,text,true,,273,159,100,100,http://localhost:3001/character/2,27,0,0
